g_mag,u0g,u0m010,u0m009,u0m008,u0m007,u0m006,u0m005,u0m004,u0m003,u0m002,u0m001,u0p000,u0p001,u0p002,u0p003,u0p004,u0p005,u0p006,u0p007,u0p008,u0p009,u0p010,u0p011,u0p012,u0p013,u0p014,u0p015,u0p016,u0p017,u0p018,u0p019,u0p020,u0p021,u0p022,u0p023,u0p024,u0p025,u0p026,u0p027,u0p028,u0p029,u0p030,u0p031,u0p032,u0p033,u0p034,u0p035,u0p036,u0p037,u0p038,u0p039,u0p040,u0p041,u0p042,u0p043,u0p044,u0p045,u0p046,u0p047,u0p048,u0p049,u0p050,u0p051,u0p052,u0p053,u0p054,u0p055,u0p056,u0p057,u0p058,u0p059,u0p060,u0p061,u0p062,u0p063,u0p064,u0p065,u0p066,u0p067,u0p068,u0p069,u0p070,u0p071,u0p072,u0p073,u0p074,u0p075,u0p076,u0p077,u0p078,u0p079,u0p080,u0p081,u0p082,u0p083,u0p084,u0p085,u0p086,u0p087,u0p088,u0p089,u0p090,u0p091,u0p092,u0p093,u0p094,u0p095,u0p096,u0p097,u0p098,u0p099,u0p100
 6.29,1.592801,3.379329,3.286366,3.192568,3.097860,3.002154,2.905353,2.807343,2.707994,2.607150,2.504634,2.400229,2.293678,2.184668,2.075049,1.967082,1.861054,1.757315,1.660906,1.578025,1.510900,1.457656,1.415689,1.386022,1.367654,1.359228,1.360930,1.373695,1.398179,1.433780,1.481441,1.541718,1.613199,1.695038,1.786354,1.885772,1.990386,2.097817,2.207652,2.321424,2.440365,2.563756,2.694211,2.833821,2.981299,3.135536,3.295583,3.455238,3.609389,3.758713,3.903763,4.045000,4.182810,4.317521,4.449415,4.578735,4.705693,4.830475,4.953246,5.074152,5.193323,5.310876,5.426917,5.541539,5.654829,5.766867,5.877723,5.987463,6.096147,6.203831,6.310567,6.416400,6.521376,6.625536,6.728916,6.831552,6.933478,7.034724,7.135319,7.235291,7.334665,7.433464,7.531712,7.629430,7.726637,7.823353,7.919597,8.015384,8.110731,8.205654,8.300167,8.394283,8.488017,8.581380,8.674384,8.767042,8.859363,8.951359,9.043038,9.134412,9.225488,9.316276,9.406783,9.497019,9.586990,9.676703,9.766167,9.855388,9.944372,10.033126,10.121655,10.209966
 6.30,1.589930,3.365961,3.274314,3.181811,3.088374,2.993916,2.898337,2.801523,2.703340,2.603634,2.502222,2.398889,2.293375,2.185364,2.076494,1.968764,1.862370,1.757555,1.659756,1.575696,1.507674,1.453688,1.410967,1.380559,1.361504,1.352487,1.353708,1.366094,1.390282,1.425673,1.473056,1.532851,1.603670,1.684504,1.774345,1.871895,1.974369,2.079477,2.186839,2.298087,2.414539,2.535477,2.664122,2.803055,2.950822,3.106163,3.267998,3.429539,3.585210,3.735746,3.881743,4.023695,4.162018,4.297060,4.429123,4.558464,4.685310,4.809858,4.932283,5.052737,5.171360,5.288273,5.403589,5.517408,5.629820,5.740907,5.850746,5.959406,6.066949,6.173434,6.278915,6.383441,6.487060,6.589813,6.691740,6.792880,6.893265,6.992930,7.091903,7.190215,7.287891,7.384957,7.481436,7.577351,7.672723,7.767573,7.861918,7.955777,8.049168,8.142105,8.234605,8.326681,8.418349,8.509621,8.600509,8.691026,8.781183,8.870992,8.960462,9.049604,9.138427,9.226941,9.315154,9.403074,9.490711,9.578072,9.665163,9.751993,9.838569,9.924896,10.010982,10.096832
 6.31,1.585804,3.357632,3.267447,3.176268,3.084008,2.990566,2.895827,2.799661,2.701915,2.602410,2.500936,2.397245,2.291034,2.181936,2.071981,1.963650,1.857226,1.753057,1.656001,1.572049,1.503399,1.448360,1.404545,1.373030,1.353058,1.343515,1.344624,1.357152,1.381566,1.417252,1.464784,1.524395,1.594732,1.674479,1.762394,1.857316,1.956738,2.058590,2.162530,2.270220,2.383013,2.500215,2.625914,2.763390,2.910976,3.067213,3.230846,3.394364,3.551626,3.703429,3.850419,3.993126,4.131996,4.267402,4.399664,4.529058,4.655823,4.780168,4.902277,5.022314,5.140423,5.256734,5.371365,5.484420,5.595995,5.706178,5.815046,5.922672,6.029124,6.134462,6.238743,6.342018,6.444336,6.545743,6.646279,6.745984,6.844893,6.943042,7.040461,7.137181,7.233230,7.328634,7.423417,7.517604,7.611217,7.704276,7.796801,7.888812,7.980325,8.071358,8.161927,8.252047,8.341733,8.430999,8.519857,8.608320,8.696401,8.784111,8.871461,8.958461,9.045122,9.131453,9.217464,9.303163,9.388559,9.473660,9.558474,9.643008,9.727271,9.811268,9.895007,9.978494
 6.32,1.578248,3.347095,3.257978,3.167733,3.076261,2.983449,2.889169,2.793271,2.695583,2.595903,2.493991,2.389563,2.282273,2.171697,2.060477,1.951854,1.846285,1.744326,1.649754,1.567181,1.498591,1.442845,1.398243,1.365878,1.345232,1.335438,1.336734,1.349669,1.374487,1.410560,1.458285,1.517749,1.587632,1.666510,1.753063,1.846210,1.943687,2.043624,2.145676,2.251362,2.361915,2.476682,2.599906,2.735004,2.880307,3.034348,3.195864,3.357363,3.512712,3.662696,3.807948,3.948990,4.086258,4.220120,4.350891,4.478842,4.604207,4.727193,4.847980,4.966729,5.083583,5.198670,5.312103,5.423988,5.534418,5.643478,5.751247,5.857795,5.963188,6.067487,6.170746,6.273017,6.374348,6.474783,6.574362,6.673125,6.771106,6.868340,6.964858,7.060688,7.155859,7.250397,7.344325,7.437668,7.530447,7.622682,7.714393,7.805598,7.896316,7.986562,8.076352,8.165702,8.254626,8.343137,8.431248,8.518972,8.606321,8.693306,8.779937,8.866226,8.952181,9.037813,9.123131,9.208143,9.292858,9.377283,9.461427,9.545297,9.628900,9.712244,9.795334,9.878177
 6.33,1.571257,3.335336,3.247202,3.157847,3.067165,2.975034,2.881315,2.785848,2.688447,2.588893,2.486928,2.382243,2.274462,2.163121,2.051261,1.942612,1.837744,1.737344,1.644469,1.562821,1.494243,1.437976,1.392799,1.359818,1.338684,1.328699,1.330116,1.343304,1.368319,1.404531,1.452208,1.511327,1.580606,1.658603,1.743990,1.835735,1.931771,2.030382,2.131209,2.235578,2.344565,2.457555,2.578692,2.711325,2.853852,3.004866,3.163150,3.321472,3.473901,3.621180,3.763916,3.902606,4.037667,4.169452,4.298262,4.424358,4.547964,4.669279,4.788476,4.905711,5.021120,5.134827,5.246942,5.357566,5.466788,5.574691,5.681351,5.786836,5.891209,5.994528,6.096847,6.198216,6.298680,6.398281,6.497060,6.595054,6.692297,6.788821,6.884656,6.979832,7.074374,7.168307,7.261656,7.354442,7.446686,7.538409,7.629629,7.720364,7.810631,7.900446,7.989824,8.078780,8.167327,8.255479,8.343248,8.430647,8.517685,8.604376,8.690728,8.776752,8.862457,8.947853,9.032948,9.117751,9.202270,9.286512,9.370486,9.454197,9.537654,9.620863,9.703829,9.786560
 6.34,1.563988,3.323631,3.236411,3.147880,3.057923,2.966411,2.873195,2.778104,2.680939,2.581465,2.479404,2.374423,2.266115,2.153980,2.041466,1.932817,1.828722,1.730003,1.638969,1.558374,1.489911,1.433218,1.387568,1.354078,1.332557,1.322471,1.324082,1.337563,1.362774,1.399081,1.446646,1.505359,1.573974,1.651088,1.735408,1.825936,1.920797,2.018431,2.118454,2.221930,2.329717,2.441247,2.560364,2.690187,2.829241,2.976234,3.130047,3.283931,3.432333,3.575936,3.715296,3.850873,3.983055,4.112169,4.238494,4.362274,4.483719,4.603014,4.720322,4.835787,4.949539,5.061693,5.172353,5.281613,5.389558,5.496265,5.601805,5.706244,5.809640,5.912047,6.013518,6.114098,6.213830,6.312755,6.410910,6.508330,6.605047,6.701092,6.796493,6.891278,6.985470,7.079095,7.172173,7.264727,7.356775,7.448337,7.539430,7.630071,7.720277,7.810061,7.899439,7.988424,8.077029,8.165266,8.253148,8.340685,8.427889,8.514769,8.601335,8.687597,8.773563,8.859243,8.944644,9.029775,9.114643,9.199254,9.283617,9.367738,9.451624,9.535280,9.618713,9.701928
 6.35,1.555320,3.312874,3.226487,3.138667,3.049288,2.958211,2.865272,2.770284,2.673029,2.573251,2.470642,2.364836,2.255381,2.141719,2.027948,1.919132,1.816161,1.720084,1.632017,1.553212,1.485145,1.428055,1.381961,1.347993,1.326153,1.316109,1.318132,1.332133,1.357713,1.394234,1.441761,1.500112,1.568078,1.644331,1.727646,1.817051,1.910905,2.007837,2.107421,2.210338,2.317137,2.427304,2.544167,2.670434,2.804834,2.946255,3.093734,3.241303,3.384022,3.522482,3.657166,3.788478,3.916755,4.042288,4.165324,4.286078,4.404738,4.521469,4.636416,4.749710,4.861465,4.971786,5.080765,5.188488,5.295031,5.400464,5.504850,5.608249,5.710713,5.812292,5.913033,6.012976,6.112161,6.210625,6.308400,6.405520,6.502012,6.597905,6.693225,6.787995,6.882238,6.975975,7.069228,7.162014,7.254351,7.346257,7.437747,7.528837,7.619541,7.709873,7.799844,7.889469,7.978758,8.067723,8.156374,8.244722,8.332775,8.420544,8.508037,8.595262,8.682228,8.768942,8.855412,8.941644,9.027647,9.113425,9.198985,9.284334,9.369477,9.454420,9.539168,9.623726
 6.36,1.544597,3.300127,3.214486,3.127313,3.038475,2.947823,2.855183,2.760356,2.663108,2.563163,2.460192,2.353800,2.243497,2.128678,2.014022,1.905325,1.803665,1.710296,1.625183,1.548150,1.480459,1.423069,1.376882,1.343055,1.321519,1.311852,1.314317,1.328614,1.354143,1.390283,1.437167,1.494680,1.561646,1.636998,1.719718,1.808797,1.902802,2.000524,2.101447,2.205461,2.312466,2.422066,2.536376,2.657128,2.783486,2.914719,3.050198,3.185673,3.317583,3.446335,3.572273,3.695683,3.816811,3.935868,4.053036,4.168474,4.282322,4.394705,4.505730,4.615497,4.724094,4.831598,4.938082,5.043609,5.148240,5.252027,5.355020,5.457263,5.558797,5.659662,5.759892,5.859520,5.958576,6.057087,6.155081,6.252581,6.349611,6.446191,6.542341,6.638081,6.733426,6.828395,6.923003,7.017264,7.111192,7.204799,7.298099,7.391103,7.483823,7.576267,7.668447,7.760372,7.852050,7.943491,8.034702,8.125692,8.216467,8.307034,8.397401,8.487574,8.577558,8.667360,8.756985,8.846439,8.935727,9.024853,9.113823,9.202641,9.291311,9.379838,9.468226,9.556477
 6.37,1.537566,3.285767,3.200838,3.114370,3.026231,2.936271,2.844317,2.750168,2.653591,2.554311,2.452000,2.346261,2.236607,2.122433,2.008402,1.900291,1.799165,1.706267,1.621520,1.544701,1.477046,1.419651,1.373582,1.340006,1.318755,1.309297,1.311887,1.326110,1.351262,1.386746,1.432758,1.489245,1.555068,1.629465,1.711674,1.800623,1.894979,1.993607,2.095905,2.201196,2.308914,2.418735,2.531623,2.648368,2.768484,2.891550,3.017205,3.142668,3.265583,3.386229,3.504838,3.621612,3.736723,3.850319,3.962531,4.073473,4.183247,4.291941,4.399636,4.506404,4.612309,4.717409,4.821757,4.925400,5.028383,5.130744,5.232521,5.333746,5.434451,5.534664,5.634412,5.733718,5.832605,5.931094,6.029205,6.126955,6.224362,6.321442,6.418209,6.514678,6.610861,6.706771,6.802419,6.897817,6.992973,7.087899,7.182603,7.277095,7.371381,7.465470,7.559370,7.653086,7.746627,7.839998,7.933205,8.026254,8.119150,8.211898,8.304504,8.396973,8.489308,8.581514,8.673595,8.765555,8.857397,8.949127,9.040746,9.132258,9.223667,9.314975,9.406185,9.497300
 6.38,1.532094,3.272815,3.188545,3.102726,3.015226,2.925894,2.834557,2.741015,2.645034,2.546337,2.444596,2.339414,2.230304,2.116659,2.003133,1.895488,1.794780,1.702241,1.617797,1.541226,1.473757,1.416480,1.370460,1.336859,1.315591,1.306217,1.308993,1.323336,1.348384,1.383554,1.429020,1.484720,1.549550,1.623019,1.704582,1.793135,1.887445,1.986455,2.089498,2.195551,2.303766,2.413853,2.525824,2.639684,2.755198,2.872168,2.990423,3.108293,3.224353,3.338791,3.451768,3.563423,3.673878,3.783237,3.891592,3.999026,4.105610,4.211408,4.316480,4.420876,4.524644,4.627825,4.730458,4.832578,4.934216,5.035403,5.136164,5.236524,5.336506,5.436131,5.535418,5.634384,5.733047,5.831422,5.929523,6.027363,6.124956,6.222312,6.319442,6.416358,6.513068,6.609581,6.705906,6.802052,6.898024,6.993832,7.089480,7.184977,7.280326,7.375536,7.470609,7.565553,7.660371,7.755068,7.849649,7.944118,8.038478,8.132734,8.226889,8.320947,8.414910,8.508782,8.602566,8.696264,8.789880,8.883417,8.976875,9.070259,9.163570,9.256810,9.349982,9.443087
 6.39,1.527536,3.260145,3.176473,3.091256,3.004363,2.915644,2.824927,2.732013,2.636669,2.538623,2.437547,2.333049,2.224646,2.111736,1.998888,1.891748,1.791341,1.698863,1.614398,1.537929,1.470703,1.413682,1.367773,1.334124,1.312789,1.303480,1.306453,1.320952,1.345941,1.380853,1.425819,1.480754,1.544594,1.617135,1.698074,1.786268,1.880571,1.979989,2.083790,2.190680,2.299592,2.410250,2.521691,2.633109,2.744507,2.855889,2.967256,3.078005,3.187619,3.296210,3.403876,3.510702,3.616764,3.722125,3.826844,3.930973,4.034557,4.137636,4.240248,4.342427,4.444200,4.545597,4.646642,4.747356,4.847761,4.947876,5.047717,5.147302,5.246643,5.345756,5.444651,5.543342,5.641839,5.740151,5.838288,5.936259,6.034072,6.131734,6.229253,6.326634,6.423886,6.521012,6.618019,6.714912,6.811695,6.908374,7.004952,7.101435,7.197825,7.294126,7.390342,7.486475,7.582530,7.678510,7.774416,7.870251,7.966019,8.061721,8.157361,8.252939,8.348458,8.443921,8.539328,8.634683,8.729986,8.825239,8.920444,9.015603,9.110716,9.205786,9.300813,9.395800
 6.40,1.523701,3.246295,3.163158,3.078523,2.992262,2.904231,2.814264,2.722169,2.627721,2.530659,2.430668,2.327371,2.220307,2.108901,1.997398,1.891029,1.790710,1.697515,1.612114,1.535218,1.468164,1.411588,1.366003,1.332537,1.311315,1.302128,1.305230,1.319724,1.344446,1.378847,1.423062,1.477015,1.539684,1.611246,1.691712,1.779875,1.874627,1.975001,2.080183,2.188570,2.298843,2.410742,2.522078,2.631032,2.737889,2.842885,2.946218,3.048591,3.150614,3.252319,3.353735,3.454888,3.555800,3.656491,3.756979,3.857279,3.957407,4.057374,4.157192,4.256873,4.356424,4.455856,4.555175,4.654389,4.753505,4.852528,4.951464,5.050319,5.149096,5.247801,5.346437,5.445008,5.543517,5.641969,5.740365,5.838708,5.937002,6.035248,6.133449,6.231607,6.329724,6.427802,6.525842,6.623847,6.721817,6.819755,6.917662,7.015538,7.113386,7.211206,7.309000,7.406769,7.504512,7.602233,7.699931,7.797607,7.895262,7.992897,8.090512,8.188109,8.285688,8.383249,8.480794,8.578322,8.675834,8.773331,8.870814,8.968282,9.065737,9.163178,9.260606,9.358022
 6.41,1.523097,3.231061,3.148427,3.064395,2.978848,2.891651,2.802651,2.711670,2.618501,2.522902,2.424586,2.323207,2.218346,2.109484,2.000192,1.894859,1.794181,1.698986,1.611239,1.533261,1.466611,1.410998,1.365808,1.332103,1.310464,1.301187,1.304534,1.319353,1.344231,1.378623,1.422461,1.475503,1.536798,1.606958,1.686361,1.773765,1.868173,1.968697,2.074447,2.183975,2.296082,2.410409,2.523302,2.631729,2.736222,2.837215,2.935070,3.031558,3.128230,3.225068,3.322059,3.419189,3.516446,3.613821,3.711304,3.808886,3.906561,4.004322,4.102162,4.200076,4.298059,4.396106,4.494213,4.592376,4.690592,4.788857,4.887169,4.985525,5.083921,5.182357,5.280829,5.379336,5.477875,5.576446,5.675046,5.773674,5.872328,5.971008,6.069711,6.168438,6.267186,6.365954,6.464743,6.563550,6.662376,6.761219,6.860078,6.958953,7.057843,7.156748,7.255666,7.354598,7.453543,7.552500,7.651469,7.750449,7.849440,7.948442,8.047454,8.146476,8.245507,8.344547,8.443596,8.542653,8.641719,8.740793,8.839874,8.938962,9.038058,9.137161,9.236270,9.335386
 6.42,1.522871,3.220962,3.138757,3.055172,2.970092,2.883384,2.794897,2.704455,2.611857,2.516863,2.419192,2.318506,2.214392,2.106343,1.997749,1.892766,1.792030,1.696298,1.608012,1.530090,1.464188,1.409355,1.364204,1.329722,1.307191,1.297675,1.301460,1.317044,1.342658,1.377743,1.421934,1.474740,1.535270,1.604379,1.682659,1.768891,1.862210,1.961830,2.066840,2.176160,2.288888,2.404545,2.518810,2.628113,2.733047,2.834099,2.931670,3.027733,3.124015,3.220496,3.317158,3.413986,3.510966,3.608087,3.705336,3.802705,3.900184,3.997765,4.095441,4.193205,4.291051,4.388974,4.486969,4.585031,4.683155,4.781339,4.879578,4.977869,5.076209,5.174596,5.273026,5.371498,5.470008,5.568556,5.667139,5.765755,5.864402,5.963080,6.061786,6.160520,6.259279,6.358063,6.456871,6.555701,6.654553,6.753425,6.852317,6.951228,7.050156,7.149102,7.248065,7.347044,7.446037,7.545046,7.644068,7.743105,7.842154,7.941215,8.040289,8.139375,8.238471,8.337579,8.436697,8.535825,8.634963,8.734110,8.833266,8.932431,9.031605,9.130787,9.229977,9.329174
 6.43,1.521745,3.212999,3.131135,3.047882,2.963123,2.876724,2.788534,2.698376,2.606047,2.511307,2.413872,2.313402,2.209482,2.101601,1.993154,1.888306,1.787692,1.692066,1.603985,1.526504,1.461309,1.407073,1.361969,1.326929,1.303764,1.294120,1.298299,1.314508,1.340683,1.376255,1.420681,1.473315,1.533312,1.601740,1.679374,1.765000,1.857806,1.957049,2.061800,2.171147,2.284319,2.400776,2.515954,2.626085,2.731780,2.833535,2.931761,3.028449,3.125337,3.222409,3.319648,3.417040,3.514572,3.612232,3.710011,3.807900,3.905890,4.003973,4.102144,4.200396,4.298723,4.397120,4.495583,4.594108,4.692690,4.791326,4.890013,4.988748,5.087528,5.186350,5.285213,5.384113,5.483049,5.582019,5.681021,5.780053,5.879115,5.978204,6.077319,6.176459,6.275622,6.374809,6.474016,6.573245,6.672493,6.771760,6.871045,6.970347,7.069665,7.169000,7.268349,7.367713,7.467091,7.566483,7.665887,7.765304,7.864733,7.964173,8.063624,8.163086,8.262558,8.362040,8.461532,8.561033,8.660543,8.760061,8.859588,8.959122,9.058665,9.158215,9.257772,9.357336
 6.44,1.520795,3.206740,3.125143,3.042130,2.957584,2.871369,2.783329,2.693285,2.601030,2.506319,2.408862,2.308313,2.204247,2.096141,1.987499,1.882625,1.782185,1.686970,1.599476,1.522673,1.458253,1.404587,1.359511,1.323900,1.300098,1.290335,1.294928,1.311794,1.338575,1.374692,1.419441,1.472041,1.531685,1.599622,1.676788,1.761972,1.854384,1.953297,2.057774,2.167066,2.280534,2.397584,2.513452,2.624210,2.730478,2.832763,2.931480,3.028626,3.125941,3.223410,3.321019,3.418757,3.516612,3.614575,3.712638,3.810792,3.909032,4.007350,4.105740,4.204199,4.302721,4.401302,4.499939,4.598626,4.697362,4.796143,4.894967,4.993831,5.092733,5.191670,5.290641,5.389643,5.488676,5.587737,5.686824,5.785938,5.885075,5.984236,6.083418,6.182622,6.281845,6.381087,6.480347,6.579625,6.678919,6.778229,6.877553,6.976893,7.076246,7.175612,7.274991,7.374383,7.473786,7.573200,7.672625,7.772060,7.871506,7.970961,8.070425,8.169898,8.269380,8.368870,8.468369,8.567874,8.667388,8.766908,8.866436,8.965970,9.065511,9.165058,9.264611,9.364171
 6.45,1.521025,3.202062,3.120664,3.037816,2.953393,2.867259,2.779253,2.689191,2.596861,2.502010,2.404341,2.303495,2.199035,2.090419,1.981323,1.876268,1.775971,1.681284,1.594576,1.518650,1.455194,1.402203,1.357079,1.320629,1.295908,1.285934,1.291048,1.308809,1.336497,1.373511,1.418915,1.471732,1.531195,1.598698,1.675307,1.759833,1.851514,1.949645,2.053301,2.162089,2.275653,2.393313,2.509978,2.621456,2.728383,2.831274,2.930556,3.028191,3.125894,3.223659,3.321480,3.419352,3.517270,3.615232,3.713234,3.811272,3.909345,4.007448,4.105581,4.203741,4.301926,4.400135,4.498365,4.596616,4.694887,4.793176,4.891482,4.989803,5.088140,5.186491,5.284856,5.383233,5.481622,5.580023,5.678435,5.776856,5.875288,5.973728,6.072178,6.170636,6.269102,6.367575,6.466056,6.564543,6.663038,6.761538,6.860045,6.958558,7.057076,7.155599,7.254127,7.352661,7.451199,7.549742,7.648289,7.746840,7.845395,7.943954,8.042517,8.141084,8.239654,8.338227,8.436804,8.535383,8.633966,8.732552,8.831140,8.929731,9.028325,9.126921,9.225520,9.324121
 6.46,1.521946,3.200260,3.118876,3.035942,2.951329,2.864886,2.776443,2.685802,2.592734,2.496966,2.398175,2.295972,2.189877,2.079297,1.968534,1.862905,1.763334,1.670903,1.587007,1.513217,1.451076,1.398564,1.353111,1.315450,1.289572,1.279530,1.285694,1.305023,1.334194,1.372581,1.419107,1.472682,1.532568,1.600325,1.677165,1.761901,1.853602,1.951434,2.054522,2.162774,2.276084,2.393733,2.510492,2.622057,2.729065,2.832033,2.931386,3.029046,3.126688,3.224313,3.321924,3.419521,3.517106,3.614680,3.712242,3.809795,3.907340,4.004875,4.102403,4.199924,4.297438,4.394946,4.492448,4.589944,4.687436,4.784922,4.882404,4.979882,5.077356,5.174825,5.272292,5.369754,5.467214,5.564671,5.662124,5.759575,5.857024,5.954470,6.051913,6.149354,6.246794,6.344231,6.441666,6.539099,6.636531,6.733961,6.831389,6.928815,7.026241,7.123664,7.221087,7.318508,7.415927,7.513346,7.610763,7.708179,7.805595,7.903009,8.000422,8.097834,8.195245,8.292655,8.390065,8.487473,8.584881,8.682288,8.779694,8.877100,8.974504,9.071908,9.169312,9.266715
 6.47,1.519946,3.200126,3.118696,3.035606,2.950716,2.863864,2.774868,2.683514,2.589553,2.492689,2.392569,2.288768,2.180759,2.067882,1.955165,1.848847,1.750094,1.660257,1.579490,1.507819,1.446597,1.394232,1.348692,1.310686,1.284543,1.274679,1.281470,1.301561,1.331324,1.370130,1.417019,1.471010,1.531351,1.599753,1.677545,1.763486,1.856401,1.955252,2.059187,2.167868,2.280991,2.397929,2.513791,2.624543,2.730807,2.833088,2.931802,3.028870,3.125965,3.223085,3.320227,3.417390,3.514573,3.611773,3.708989,3.806220,3.903464,4.000722,4.097991,4.195272,4.292562,4.389863,4.487172,4.584490,4.681816,4.779149,4.876489,4.973835,5.071188,5.168547,5.265911,5.363280,5.460654,5.558033,5.655416,5.752804,5.850195,5.947591,6.044990,6.142392,6.239798,6.337206,6.434618,6.532033,6.629450,6.726870,6.824292,6.921717,7.019144,7.116574,7.214005,7.311439,7.408874,7.506311,7.603750,7.701191,7.798634,7.896078,7.993523,8.090970,8.188419,8.285869,8.383320,8.480773,8.578226,8.675681,8.773138,8.870595,8.968053,9.065513,9.162973,9.260434
 6.48,1.517530,3.200687,3.119234,3.036036,2.950946,2.863794,2.774386,2.682497,2.587862,2.490169,2.389043,2.284027,2.174557,2.059925,1.945669,1.838693,1.740339,1.652148,1.573444,1.503219,1.442712,1.390606,1.345203,1.307202,1.281039,1.271251,1.278215,1.298493,1.328381,1.367247,1.414216,1.468379,1.528972,1.597780,1.676187,1.762914,1.856645,1.956229,2.060819,2.169844,2.282817,2.399181,2.514313,2.624400,2.730051,2.831763,2.929946,3.026503,3.123098,3.219725,3.316382,3.413068,3.509778,3.606513,3.703268,3.800044,3.896838,3.993649,4.090476,4.187318,4.284173,4.381042,4.477922,4.574814,4.671716,4.768628,4.865550,4.962480,5.059418,5.156365,5.253318,5.350279,5.447246,5.544220,5.641199,5.738184,5.835175,5.932170,6.029171,6.126176,6.223185,6.320199,6.417216,6.514238,6.611263,6.708291,6.805323,6.902358,6.999397,7.096438,7.193482,7.290528,7.387578,7.484629,7.581684,7.678740,7.775799,7.872860,7.969923,8.066988,8.164055,8.261123,8.358194,8.455266,8.552340,8.649416,8.746493,8.843571,8.940652,9.037733,9.134816,9.231900
 6.49,1.514682,3.202568,3.121056,3.037715,2.952390,2.864905,2.775054,2.682600,2.587264,2.488715,2.386554,2.280297,2.169341,2.052925,1.937083,1.829363,1.731281,1.644562,1.567735,1.498811,1.438925,1.387066,1.341910,1.304153,1.278177,1.268460,1.275375,1.295531,1.325271,1.363968,1.410857,1.465125,1.525984,1.595247,1.674316,1.761872,1.856471,1.956861,2.062197,2.171613,2.284384,2.400037,2.514274,2.623542,2.728437,2.829446,2.926972,3.022894,3.118856,3.214855,3.310887,3.406950,3.503041,3.599158,3.695298,3.791461,3.887643,3.983845,4.080065,4.176300,4.272551,4.368816,4.465095,4.561386,4.657688,4.754002,4.850326,4.946659,5.043002,5.139354,5.235713,5.332081,5.428455,5.524837,5.621225,5.717620,5.814020,5.910426,6.006837,6.103254,6.199675,6.296101,6.392532,6.488967,6.585405,6.681848,6.778294,6.874744,6.971198,7.067654,7.164114,7.260577,7.357043,7.453511,7.549982,7.646456,7.742932,7.839411,7.935892,8.032375,8.128860,8.225348,8.321837,8.418328,8.514821,8.611316,8.707813,8.804311,8.900811,8.997313,9.093816,9.190320
 6.50,1.511085,3.206501,3.124846,3.041255,2.955564,2.867584,2.777099,2.683854,2.587551,2.487835,2.384278,2.276356,2.163416,2.044625,1.926681,1.817996,1.720327,1.635648,1.561353,1.494063,1.434762,1.382999,1.338119,1.300834,1.275304,1.265760,1.272563,1.292435,1.321835,1.360146,1.406824,1.461249,1.522588,1.592661,1.672862,1.761809,1.857855,1.959585,2.066160,2.176229,2.288679,2.403178,2.516059,2.624283,2.728405,2.828877,2.926077,3.021766,3.117487,3.213237,3.309014,3.404815,3.500638,3.596481,3.692343,3.788223,3.884119,3.980030,4.075955,4.171893,4.267843,4.363804,4.459776,4.555757,4.651748,4.747748,4.843756,4.939771,5.035794,5.131824,5.227860,5.323902,5.419951,5.516004,5.612063,5.708127,5.804196,5.900269,5.996346,6.092428,6.188513,6.284602,6.380694,6.476790,6.572889,6.668992,6.765097,6.861205,6.957316,7.053429,7.149545,7.245663,7.341784,7.437906,7.534031,7.630158,7.726287,7.822418,7.918551,8.014685,8.110821,8.206959,8.303099,8.399239,8.495382,8.591526,8.687671,8.783817,8.879965,8.976114,9.072265,9.168416
